source	target	weight
komarê	komarên	4.770685
komarê	mehabadê	4.770685
komarê	sosyalîst	4.770685
komarên	mehabadê	4.770685
komarên	sosyalîst	4.770685
mehabadê	sosyalîst	4.770685
mûyê	piranî	4.770685
mûyê	rijênê	4.770685
mûyê	tê	4.770685
mûyê	ziravê	4.770685
piranî	rijênê	4.770685
piranî	tê	4.770685
piranî	ziravê	4.770685
rijênê	tê	4.770685
rijênê	ziravê	4.770685
tê	ziravê	4.770685
berdilkê	hawar	4.770685
berdilkê	raweste	4.770685
berdilkê	xaliqê	4.770685
berdilkê	şekirî	4.770685
hawar	raweste	4.770685
hawar	xaliqê	4.770685
hawar	şekirî	4.770685
raweste	xaliqê	4.770685
raweste	şekirî	4.770685
xaliqê	şekirî	4.770685
paqij	pir	4.770685
paqij	xweş	4.770685
paqij	xweşik	4.770685
paqij	însan	4.770685
pir	xweş	4.770685
pir	xweşik	4.770685
pir	însan	4.770685
xweş	xweşik	4.770685
xweş	însan	4.770685
xweşik	însan	4.770685
cejna	pîroz	4.770685
cejna	pîrozkirin	4.770685
cejna	qurana	4.770685
cejna	roja	4.770685
pîroz	pîrozkirin	4.770685
pîroz	qurana	4.770685
pîroz	roja	4.770685
pîrozkirin	qurana	4.770685
pîrozkirin	roja	4.770685
qurana	roja	4.770685
amerîkan	amerîkî	4.770685
amerîkan	dya	4.770685
amerîkan	lîstikvan	4.770685
amerîkan	lîstikvanek	4.770685
amerîkî	dya	4.770685
amerîkî	lîstikvan	4.770685
amerîkî	lîstikvanek	4.770685
dya	lîstikvan	4.770685
dya	lîstikvanek	4.770685
lîstikvan	lîstikvanek	4.770685
bakurê	estê	2.573460
bakurê	grand	2.285778
bakurê	moselle	3.672072
bakurê	rojhilata	2.978925
estê	moselle	3.672072
grand	moselle	3.384390
moselle	rojhilata	4.077537
berfê	dihelîne	4.770685
berfê	dimire	4.770685
berfê	sar	4.770685
berfê	zimên	4.770685
dihelîne	dimire	4.770685
dihelîne	sar	4.770685
dihelîne	zimên	4.770685
dimire	sar	4.770685
dimire	zimên	4.770685
sar	zimên	4.770685
bişon	destê	4.077537
bişon	destên	4.770685
bişon	kezeba	4.770685
bişon	zûka	4.770685
destê	destên	4.077537
destê	kezeba	4.077537
destê	zûka	4.077537
destên	kezeba	4.770685
destên	zûka	4.770685
kezeba	zûka	4.770685
404	975	4.770685
404	978	4.770685
404	isbn	4.770685
404	veşandî	4.770685
975	978	4.770685
975	isbn	4.770685
975	veşandî	4.770685
978	isbn	4.770685
978	veşandî	4.770685
isbn	veşandî	4.770685
aquitaine	deux	3.672072
aquitaine	komunên	2.285778
aquitaine	sèvres	3.672072
deux	komunên	3.384390
deux	nouvelle	3.672072
deux	sèvres	4.770685
komunên	nouvelle	2.285778
komunên	sèvres	3.384390
nouvelle	sèvres	3.672072
derdana	hormon	4.770685
derdana	hormona	4.770685
derdana	hormonên	4.770685
derdana	testosteronê	4.770685
hormon	hormona	4.770685
hormon	hormonên	4.770685
hormon	testosteronê	4.770685
hormona	hormonên	4.770685
hormona	testosteronê	4.770685
hormonên	testosteronê	4.770685
adn	genên	4.770685
adn	kromozom	4.770685
adn	kromozoma	4.770685
adn	kromozomên	4.770685
genên	kromozom	4.770685
genên	kromozoma	4.770685
genên	kromozomên	4.770685
kromozom	kromozoma	4.770685
kromozom	kromozomên	4.770685
kromozoma	kromozomên	4.770685
dibe	dikin	4.770685
dibe	dilîzin	4.770685
dibe	hev	4.770685
dibe	rûyê	4.770685
dikin	dilîzin	4.770685
dikin	hev	4.770685
dikin	rûyê	4.770685
dilîzin	hev	4.770685
dilîzin	rûyê	4.770685
hev	rûyê	4.770685
bijîşk	bijîşkî	4.770685
bijîşk	dr	4.770685
bijîşk	mirîşk	4.770685
bijîşk	rweylot	4.770685
bijîşkî	dr	4.770685
bijîşkî	mirîşk	4.770685
bijîşkî	rweylot	4.770685
dr	mirîşk	4.770685
dr	rweylot	4.770685
mirîşk	rweylot	4.770685
dîroka	dîrokê	4.770685
dîroka	dîwana	4.770685
dîroka	dîwarê	4.770685
dîroka	st	4.770685
dîrokê	dîwana	4.770685
dîrokê	dîwarê	4.770685
dîrokê	st	4.770685
dîwana	dîwarê	4.770685
dîwana	st	4.770685
dîwarê	st	4.770685
